Yes - platform accessed by ramp and level crossing
No - steps lead up to platform from access road
Yes - ramp to station building and platform
Partial - ramp to platform but there are two steps
WTA International tournaments
No step-free access to platform
WTA 250
Virginia Slims championships
Wheelchair cum pedestrian ramp
Tennis Masters Cup
Regional/State
$15,000 tournaments
Elevated
Passenger lifts
Pro Tour
Grand Finals
National
ATP World Tour 250
Yes  – elevators to platforms
Yes - ramps to both platforms
No - steps at entrance to station building
PSA International 25/35/50/70/100
No - steps lead up to platforms
ATP International Series
C events
-
Accessible Toilet
WTA 1000
1
2
ATP Masters Series
3
4
5
Graduated kerb edges
Access slopes
6
Grade 2 – Super 750: 5
No - platforms accessed from hashigami station with steps
AA events
Yes - ramp from access road to platform
No - level crossing has steps to platform
* Super Series
M15 tournaments
N
Grade 2 – Super 1000: 3
PSA World Series 2013
PSA World Series 2012
PSA World Series 2014
Yes - level crossing and ramps to platforms
No - footbridge to platform
Y
PSA World Series 2011
Yes - platform at same level as access road
WTA Category 1
Yes - level crossing and ramp to platform
No - overhead footbridge needed to access one of the platforms
WTA Category 2
No — steep ramp
WTA Category 3
WTA Category 4
WTA Category 5
ATP 250
step-free form train to street with a footbridge ramp
Yes - access to platform by footbridge served by elevators
partly
Wheelchair ramp
Planned
No - access to platform 2 is by footbridge
Yes - no steps to platform
WTA Category 6
Ramps and lifts
ADA
disabled access and disabled toilet facilities
GPM events
Both the Rodalies de Catalunya and the Barcelona Metro stations are fully disabled-accessible.
Yes - elevators serve hashigami station
W25 tournaments
Regular
No - steps to station from access road
Next Generation ATP Finals
Platforms: All platforms, Shangri-La concourse only
Regional
ILTF Pepsi Grand Prix
No; accessibility planned.
Yes: platforms linked by level crossing and ramps
No – platforms accessed by footbridge
$100,000 tournaments
Wheelchair accessible with ramps
Yes - level crossing and ramps to platform
No - footbridge needed to access one of the platforms
Regular Series
Elevator access to platforms
ATP Tour World Championships
Yes - no steps needed to access platform
Women's International Circuit
No -steep access road to platform
Yes - both platforms accessible from their own access roads
No – platforms linked by footbridge
Tactile guidance system
Northbound only
ATP Tour 250
No - steps needed to reach platform
Team events
No - platforms linked by footbridge
*Grade 1 – : 2
*Grade 2 – BWF World Tour Finals: 1
*Grade 2 – Super 1000: 4
*Grade 2 – Super 750: 6
*Grade 2 – Super 500: 9
*Grade 2 – Super 300: 11
*Grade 2 – Super 100: TBD
*Grade 3 – International Challenge: 7
*Grade 3 – International Series: 5
*Grade 3 – Future Series: 3
*Continental Championships: 6
*Multisport: 2
No—stairs required
Accessible alighting/boarding points
Bus terminal only; accessibility to rest of station planned
2010
No - steps to platforms
Yes - elevators
Davis Cup
No, accessibility planned
Virginia Slims Circuit
Continental Championships: 9
Yes - level crossing and ramp to island platform
no wheelchair access; info in Braille on stair railings
No - access to island platform by footbridge
Yes - platform served by elevators
Yes - elevators available
Yes - platforms linked by footbridge with elevators
WTA Tier III tournaments
@en
WTA International
Underground
WTA Tier IV tournaments
Non-Tour Events
No - platforms linked by underpass and steps
Major professional tennis tournaments before the Open Era
World Series Finals: (Men's/Women's)
World Tour
Continental Championships: 10
Yes - ramp leads up to platforms
No - platform accessed by underpass with steps
Concourse: Southbound entrance only
National championships
WTA championships
Yes, to platform 2  only
No - overhead bridge to access one platform
PSA Stars
WTA Tier II tournaments
The Barcelona Metro station is fully disabled-accessible.
Yes - ramps lead to platform
No - footbridge to island platform
Step-free access to platform level
Year-end championships
Platforms: All platforms
Available
Under construction
WSF & PSA Satellite Tour
Accessible
Yes - elevator to station and platform
$60,000 tournaments
PSA Challenger Tour
No - steps up to platform
No - steep steps to station
No - steps to platform, footbridge
ATP Challenger Tour Finals
No - platforms are linked by a footbridge
World Series
Assisted
No - steps lead down to platform
World Open (squash)
Yes - platforms linked by level crossing with ramps
PSA World Series Finals
Cross-platform transfers only, full accessibility planned
ATP World Tour Finals
Grade 2 – Super 500: 7
Level boarding
*Grade 2 – BWF World Tour Finals: 1
*Grade 2 – Super 1000: 3
*Grade 2 – Super 750: 1
*Grade 2 – Super 500: 2
*Grade 2 – Super 300: 2
*Grade 2 – Super 100: 1
*Grade 3 – International Challenge: 2
*Grade 3 – International Series: 7
*Grade 3 – Future Series: 6
*Continental Championships: 7
ATP Finals
Partial, no wheelchair lift available
W100 tournaments
No - steps to platform
Final
No - steps from waiting room to level crossing to access platform
Local/other
WTA Premier tournaments
No - steps from street level, underpass with steps to reach island platform
Yes - bridge to platforms served by elevators
B events
♿️ Wheelchair access
No; platforms linked by footbridge
Line 3 platforms only; accessibility to Line 5 platforms planned
No - steps up from access road
No - platforms linked by level crossing with steps
World Championship Tennis
Yes — step free access
ATP Challenger Tour
Grade 1: 2
Yes - ramp from access road leads to platform
M25 tournaments
PSA 5/10/15/25/35/50/70/100
Yes - elevators to platform
The FGC entrance  is fully disabled-accessible.
Yes - island platform accessed by ramps and a level crossing
Laver Cup
World Series: (15 , 15–16 )
Category 3
Category 2
Category 4
No - underpass with steps needed to access island platform
No - platforms linked by footbrige
WTA Tier V tournaments
WTA Finals
Category 1
true
Easy Access
Yes - platforms linked by level crossing and ramps
ATP World Tour 500
Grand Slam
no
World Championship: (Men's/Women's)
Yes - ramps lead up to platforms
County
Women's International Grand Prix
Summer Olympic Games
WSA Tour
Grade 3 – International Series: 37
Grade 3 – International Series: 38
TC events
No
No - station facilities on a bridge
Yes - access to island platform via footbridge with elevators
No - island platform accessed by footbridge
Yes - platforms served by elevators
ITF Pro Circuit event
No - footbridge needed to access island platform
No - steps to station building and platform
ATP Tour Masters 1000
Yes - elevators to platforms
Grade 3 – International Challenge: 22
Major
All access routes are wheelchair-friendly.
Yes - platforms linked by footbridge but each have own entrance
Grade 3 – International Challenge: 28
Yes - ramp to platform from access road
* Regular Series
Group 2
No - steep slope leads up to platform
Group 1
No - underpass to platform has steps
Line 2 platforms only; accessibility to Line 3 and Line 10 platforms planned
Step-free access throughout
Yes - footbridge to platform served by elevators
Tennis at the Summer Olympics
W80 tournaments
Summer Olympics
International championships
No - overhead footbridge needed to access the island platform
Concourse: Both entrances
A events
World Tour 250
Lifts to each platform
Yes - platforms linked by ramps and level crossing
No - island platform accessed by means of footbridge
Ramps
Not accessible
disabled drop-off
Concourse: Northbound entrance only
Provincial/State/Regional
Team Events
20
ATP World Series
Yes - platforms are linked by ramps and a pedestrian level crossing
Concourse: All entrances
Tour Events
25
No - stairs needed to reach elevated platform
Yes - island platform accessed by ramp and level crossing
ATP Super 9
No - steps up embankment to station building and platform
Super Series
Yes - elevators to all platforms
WSA Gold & Silver
No - underpass with steps to platform
PSA Challenger
No - access to platform by underpass with steps
Yes, except transfer to PATCO at 12-13th & Locust
Yes - paved path across track to platform
World Tour Finals: (Men's/Women's)
No - island platforms accessed by footbridge
Yes - station building and platform accessed by ramp
Fully accessible
Group B
Group A
Yes - wheelchair ramp to platform
Group D
Group C
Yes - access to island platform by a level crossing
Yes - platforms are linked by a footbridge but a level crossing is available
No, under construction
Yes - ramp to platform
No - footbridge needed to reach one platform
Wheelchair available
available
ATP 500
Yes - ramp leads up to elevated platform
Partial
WTA Tier I tournaments
Yes – no steps to platform
Yes - step free access
Not available
*Grade 1 – : 2
*Grade 2 – BWF World Tour Finals: 1
*Grade 2 – Super 1000: 2
*Grade 2 – Super 750: 4
*Grade 2 – Super 500: 6
*Grade 2 – Super 300: 7
*Grade 2 – Super 100: 5
*Grade 3 – International Challenge: 27
*Grade 3 – International Series: 24
*Grade 3 – Future Series: 18
*Continental Championships: 8
*Multisport event: 7
Avon Championships Circuit
Yes - ramp leads to platform
$75,000 tournaments
United Cup
WTA Tour Championships
WTA Premier
$10,000 tournaments
Yes - ramps lead up to platform
$25,000 tournaments
No - island platformed accessed by footbridge
The station entrance from Avinguda Carrilet is fully disabled-accessible.
Green Line platforms are not accessible
Yes - platforms accessed by footbridge but there is also a level crossing
♿ Ok
Yes - platforms are connected by ramps and a level crossing
Old: No New: Yes
Yes - island platform accessed by level crossing and ramp
No - platforms accessed by footbridge or steps
Yes
YES
ATP Championship Series, Single-Week
Market–Frankford Line: Yes
Billie Jean King Cup
Elevator
WSA World Series 2014
WSA World Series 2013
No; accessibility planned
Concourse: Southbound entrance and SM Makati bridgeway only
Cross-platform transfers only, accessibility reconstruction underway
Platforms: Yes
WTA 500
Yes – platforms served by elevators
No - stairs lead up to platform
Colgate International Series
yes
lift in construction
Yes - footbridge equipped with elevators
*Grade 1 – : 4
*Grade 2 – BWF World Tour Finals: 1
*Grade 2 – Super 1000: 3
*Grade 2 – Super 750: 3
*Grade 2 – Super 500: 2
*Grade 2 – Super 300: 3
*Grade 2 – Super 100: 1
*Grade 3 – International Challenge: 16
*Grade 3 – International Series: 18
*Grade 3 – Future Series: 14
*Continental Championships: TBD
Priority queue zone
Universal access toilet
Yes - ramp to station building
PSA International
Yes—step free access
No, planned
step-free from train to street
No - level crossing with steps needed to access opposite platform
No - platforms linked by underpass with steps
ATP Masters 1000
elevators
No - platforms accessed by footbridge
Yes – elevators to platforms
Grade 3 – Future Series: 26
No, but step-free
PSA Super Series 2009
Important
Grade 3 – Future Series: 27
Concourse: Yes
WTA Elite Trophy
none
No - overhead footbridge needed to access island platform
PSA Super Series 2010
elevator
Concourse: None
No - steps to station and from station to platforms
Grand Slam (tennis)
Yes - level crossing to island platform
No - island platform accessed by footbrige
Yes - island platform accessed by a level crossing and ramps
No - escalator or stairs needed to reach platform
No - platform accessed by footbridge
No - steps up embankment
Grand Prix
No - steep slope from access road
No; steps lead up to station building
Local
♿ Yes
No information available
Accessible lifts
Yes - elevator to platform
Partial, Market and 1st Street  only
Yes - ramps to platform
Commercial Union Grand Prix
Partial - access to island platform by level crossing but steps used to enter waiting room
No - footbridge needed to access one of the side platforms
Yes - underpass to platforms served by elevators
elevators ; info in Braille on stair railings
Local/Other
Access ramp
Station without architectural barriers, Ramp/lift for train access, Disabled toilets
Vertical transport around the station is using ramps
PSA Challenger 5/10/15
Category 1+
Yes - ramp leads up to platform
No - platform accessed by footbridge, steep slope to station
Challenge
Grand Prix Series
Yes - each platform accessible from its own side
No - steps lead up to platform
Yes - platform accessed by bridge equipped with elevators
World Series (17–18)
Yes; wheelchair lift
Masters
Major Series
Yes, platform 6-7 only
No - access to platform by footbridge
Open Week Series
WTA Championships
Yes - link bridge to platforms equipped with elevators
Local or Other
None
Hand-pelota
Colgate Series
Group AA
Yes - elevator to island platform
The station is fully handicap-accessible.
World Tour 500
No - footbridge needed to access one platform
Access ramps
Yes - platform accessed by ramp
World Tour Masters 1000
W60 tournaments
The station is fully disabled-accessible.
Partial - 2 steps to platform
Grade 2 – Super 100: 11
Grade 2 – Super 100: 10
Accessible boarding point
Yes - island platform accessed by level crossing
Accessible public toilets
Partial - elevator to platforms 1 and 2 only
Partial - ramp to station but steps to platform
yes; elevators
Grade 2 – BWF World Tour Finals: 1
Toyota Series
No - level crossing to platform has steps
ATP Cup
No—steep ramp
Concourse: Shangri-La concourse entrances only
Yes - platforms have their own entrances from their access roads
No - platforms linked by level crossing with steps at both ends
WTA Premier 5
Challenge Plus
Concourse: South Entrance only
W15 tournaments
ATP Tour 500
No - short flight of steps from station building to platform
Step-free access to platform
ATP International Series Gold
Yes - footbridge to platforms equipped with elevators
$80,000 tournaments
Provincial/Regional/State
Yes - footbridge served by elevators
ATP World Tour Masters 1000
limited
Yes - platforms linked by ramps and a level crossing
No access
Yes - level crossing connects to all platforms
Concourse: Northeast and southwest entrances
ATP Championship Series
Grade 2 – Super 300: 11
World Tour Platinum
Yes on Elizabeth Street, no on Peel Street
World Series (16–17)
$50,000 tournaments
Yes - platforms linked by level crossing
Avon Championships
Grand Slam Cup
Platform 3 only
Challenge Series
No - steps down to platform
WTA Tournament of Champions
Subway–surface trolley lines: No
