PF00812
PF01985
PF00653
PF00654
PF01525
PF03705
980.9
PF01529
PF03709
PF09014
June 1930
F1904-61
PF09017
1997.6
PF09013
PF00680
PF02861
PF00682
PF01530
PF02863
PF00200
PF01532
PF03711
PF00684
PF03712
PF00201
PF09019
PF02865
PF01534
PF00686
PF02864
2021.28
PF00667
PF02844
PF00668
PF01517
D.2013.1.1
PF09481
PF11315
PF10467
PF10468
PF09006
PF00670
PF00672
PF01521
PF03700
PF01520
PF00216
PF03727
PF00217
PF01549
PF00218
PF00219
96.29
GG_951
PF10018
PF09036
PF09037
1975.1
PF09032
PF09033
PF03730
PF00220
PF01554
G 82.007
PF00223
PF01553
PF03731
PF01556
PF01555
PF02886
PF00225
PF02867
PF01535
PF02866
PF00206
PF00208
PF00209
40.59
PF03717
PF03718
PF13520
PF09025
PF00691
PF00692
PF00693
PF01541
PF00210
PF00211
PF02874
PF03722
PF00696
PF03723
PF02876
PF01545
PF00213
PF01544
PF00214
PF02416
PF01569
PF03747
994.56
PF09053
PF14884
PF09058
PF09059
PF17906
PF09055
PF09056
PF00240
PF01571
PF00241
PF02420
PF00243
PF04602
PF00244
RCIN 408427
PF05933
PF02422
PF00245
PF01578
PF00246
PF02425
PF00226
PF02888
PF00228
PF00229
PF01559
PF09040
15.96
PF08191
PF09048
PF09049
PF12212
PF09043
PF09044
PF09045
PF02892
PF02891
PF00230
PF00231
PF01563
PF02893
PF00232
PF02896
PF00233
1972.63
PF05922
PF00234
PF02895
PF00235
PF02898
PF00236
PF01566
PF02317
PF00139
PF03648
1939.1
1964.34
PF12123
PF01471
PF12121
PF00140
PF00141
PF04500
PF01475
PF00143
PF00144
PF01474
PF02321
PF00145
PF05835
PF02324
PF01477
PF01476
PF02326
PF01479
PF00147
PF00148
PF01478
PF00127
PF01459
2017.24
PF00128
PF03639
PF03636
M0059
PF08095
PF08090
PF12107
PF02790
PF01462
PF00130
PF00131
PF04973
PF11260
PF01463
PF02310
PF02313
PF00134
PF02797
PF01465
PF00135
PF00136
PF01468
PF02799
PF00137
PF02798
PF03644
PF01007
PF05849
1917.1
Κ.860
PF16987
PF01491
PF01490
PF00160
PF00161
PF00162
PF11294
PF01494
PF01012
PF01496
PF00166
PF03678
RF 425
PF01014
PF00168
PF01017
PF00169
PF02347
PF00149
PF05838
PF04505
PF05837
PF03659
Br.L.4
ГЭ-107; ИР.-4564
PF11289
PF12133
PF04991
PF00150
PF00151
PF00152
PF03663
PF00153
PF03664
GK215
PF00154
PF00155
PF03662
PF01488
PF00157
PF01487
PF02337
PF04539
PF17854
PF13016
PF13018
PF00180
PF05871
PF00182
PF01031
PF02362
PF00183
PF00184
PF03212
PF02364
PF00185
PF01033
PF00186
PF12161
PF00187
PF05873
PF00188
PF01034
PF12160
PF04542
PF04547
PF01036
PF04548
PF01039
PF04545
PF06723
PF01019
5.33
43.47
Free
PF05860
PF00170
31.67
PF02351
PF00172
PF02350
PF00173
PF03201
PF00175
PF00176
PF02355
PF01023
PF02354
PF03200
PF00178
PF04536
PF00179
PF01025
PF02359
PF01027
PF05409
PF15690
PF08917
PF15694
PF15693
PF01053
PF02384
PF02383
PF02386
PF01055
PF03234
PF05899
PF06745
PF04568
PF15687
PF15689
PF15688
PF00190
PF00191
1983.4
PF12178
PF00193
PF03220
PF00194
NMW A 185
PF03223
PF01044
PF00196
SK-A-133
PF04555
PF03224
PF08913
PF02374
PF00197
PF02377
PF02376
PF00199
PF12170
PF02378
PF06736
PF04556
PF05887
PF01049
PF17417
1890.0
PF17416
PF01071
PF01073
PF03253
PF01074
PF08945
PF06766
PF04103
PF04104
PF08947
26.7
PF01078
PF05439
PF05438
RCIN 405776
PF03259
PF05418
11.116
PF02392
PF04573
PF01064
PF12196
PF05424
AO 19520, AO 19824
PF01065
PF06753
PF05428
PF06758
PF05426
P.1978.PG.357
PF01095
PF01097
PF05450
PF01099
PF09816
PF03276
SK-C-557
RCIN 404420
NG6649
PF01080
PF01082
N01578
RCIN 405768
PF03264
PF01083
PF01086
PF04592
E1924-4-15
PF01085
PF04593
NG.M.01060
PF01087
PF06775
inv. 50
PF04140
PF07651
PF07650
PF05472
PF06326
PF08506
PF06324
PF07654
PF04146
PF08501
PF05460
PF08970
RCIN 405746
PF05463
PF05462
PF05461
PF07646
PF07645
PF04137
PF09827
PF06796
PF07648
PF06316
PF09824
PF07647
2001.61
69.129
Collection Uli Knecht
PF07679
PF05016
PF06346
PF06345
PF05484
PF07662
PF06331
PF06337
PF08516
PF05009
PF08513
PF08998
PF08515
PF08999
PF06003
N01981
PF06484
PF09518
PF07335
PF06009
PF09515
PF06008
PF08669
M2010.49
PF04290
RCIN 912771
PF00711
PF00712
PF00713
PF00714
PF00718
PF00719
PF10514
PF10511
E 10897
1358
PF08687
26097
PF08683
PF05176
1978.2
PF07359
PF08688
PF08207
PF00720
PF00700
PF00701
PF00703
PF00704
PF00705
PF00706
PF00707
8.228
PF00708
PF00709
PF10502
PF05160
PF05164
PF06495
PF06011
PF06018
PF05168
PF07347
PF00732
PF00734
PF02913
PF00735
PF00736
PF02917
PF00738
PF00739
PF02916
PF02918
PF10537
PF05191
PF09556
PF10541
PF05199
ГЭ-1288
PF07376
PF05198
17.104
Latin 8851
PF00741
PF00742
1991.67
PF00722
PF00723
PF02903
PF00727
PF02905
PF00728
9.72
PF12703
PF10525
PF10523
PF05184
34.138
PF08212
PF07362
NPG.74.1
PF10530
PF05183
PF07367
2009.58
9.71
PF07365
PF08210
2009.55
597.194
PF00754
PF02933
PF02932
PF01601
PF00755
PF01603
PF00759
PF01607
PF11406
PF10557
PF11405
PF07392
PF11403
PF11402
PF07396
PF12743
PF08244
8.1977
PF11895
PF08246
PF11410
PF08247
PF00761
PF00762
88.5
PF00764
PF02941
PF02922
PF00743
PF02921
PF02923
PF00746
PF00747
PF02925
PF00749
PF10550
PF00751
PF01600
PF17182
PF00752
PF00753
PF03803
PF01624
PF02955
PF00777
PF00779
PF01627
PF03806
PF06083
1996.4
PF10587
1996.3
PF08269
PF09116
PF11431
PF10583
PF08263
PF09110
PF14938
PF08264
PF09596
PF00781
PF00782
NMW A 3509
PF02961
PF01630
PF00300
PF00301
PF01633
PF02963
PF00302
PF02944
PF00766
PF02943
PF00769
PF06071
PF10566
PF11413
PF08256
PF09588
PF11420
PF08251
PF06079
PF14929
PF10570
15.142
PF00771
PF00772
PF02951
PF02950
PF09108
PF02952
PF00775
PF02977
PF00314
PF00316
PF02979
PF01648
PF00317
PF03827
PF08281
PF08282
PF13634
1974.1
PF09138
PF09131
6.1282
PF00320
PF00321
PF02984
PF00322
PF01652
PF00323
PF02985
PF00324
PF01635
PF00303
PF00787
2018.6
PF01634
PF03815
PF00304
PF00305
PF00789
PF00306
PF00307
PF02969
PF00308
J-21429（large）
PF03816
PF00309
G2475
PF08271
PF08275
PF00790
A.4:1 to 6-1960
PF00792
PF02971
PF00793
PF02973
1938.23
PF09129
PF02972
PF00311
PF00313
PF03847
PF02514
PF02516
PF00339
PF01669
PF02518
92.103
43.116
PF09150
WA1980.79
Inv. 8608
PF11468
PF11478
--06-09
PF13647
PF09159
PF09156
PF11470
PF01670
PF00340
PF00341
PF00342
45.195
PF00344
PF03852
PF03853
PF00325
PF02503
PF01658
PF02509
PF09141
1983.45
PF08299
PF09144
PF03840
PF00330
PF01661
PF00331
PF00332
PF00335
PF01665
17.173
PF01207
PF04718
PF04719
PF09172
572
PF11498
PF00360
PF02542
PF00364
PF01210
PF01213
PF00365
PF01215
1995.38
PF00368
PF01214
PF01678
PF00348
PF00349
PF14993
PF09163
PF12327
PF12336
PF09164
PF09166
PF00350
PF00351
PF00352
92.126
PF00354
PF01202
PF00355
PF02535
PF01204
PF04711
PF01687
PF01109
PF04616
PF04619
PF09075
PF01590
PF03770
PF11395
PF00260
PF09079
PF00261
PF01591
6.177
PF00262
PF02441
PF01593
PF00263
PF00264
PF01111
PF00265
PF01114
PF00266
PF00267
PF01597
PF00268
PF01116
PF02447
PF04622
PF02446
PF01115
PF00248
PF00249
PF02429
PF05935
PF09061
1987.47
PF09060
GG 83
2006.27
PF09065
PF09066
PF12232
2006.23
O 560
PF00250
PF02430
PF01583
PF00251
PF03762
PF01582
1999.26
PF01101
PF02431
PF00254
PF00255
PF01103
PF01102
PF01586
PF00257
PF03764
PF01589
PF01105
PF02435
PF01129
PF01128
ARG 581 Ring I/277_1
2018.28
PF01130
PF00282
PF02461
PF00283
PF00284
PF01132
1975.27
PF02462
PF03796
PF00285
PF03793
1999.36
PF01133
PF00288
PF02466
PF00289
PF01135
PF03797
PF02469
PF04644
PF02449
PF01117
PF01119
PF04627
PF06808
PF09085
PF09080
Interfer-bind
PF12258
ΒΧΜ 01549
PF00270
PF03781
PF02450
PF00272
PF03784
PF00273
PF00274
PF01120
1807
PF01123
PF00275
PF01124
PF00278
PF01127
PF01126
PD 1874-8-8-2266
PF01152
47.1188
PF01154
PF04664
PF01153
PF05511
PF03331
PF05510
PF01139
PF06827
PF00292
PF00293
1982.8
PF01140
PF00295
PF00296
PF06831
PF01147
PF10090
no. 90/73
PF01146
PF06835
PF04658
PF03325
PF01148
PF02019
ΒΧΜ 01588
R.F. 1934
87.1936
179
PF01172
PF04680
PF02020
950.198
PF01175
PF02022
PF04203
12.227
PF02024
PF01179
PF02026
PF07715
PF07714
NGI.84
PF02028
PF17986
180
32.11
181
PF01160
PF02491
PF02012
PF02011
PF01167
PF02014
PF04673
PF02013
PF03349
PF02015
PF01168
PF02018
PF04678
PF03370
PF02041
PF07730
PF02040
PF02043
49.7
PF03372
PF06403
PF03377
PF02044
PF07733
PF03378
PF06401
PF07732
PF06400
PF07731
PF06407
PF07738
8.183
PF07737
PF06406
PF02048
PF06405
40333
1969.3
1980.13
PF01180
PF01183
1862
1861
PF04691
PF01185
PF04692
PF01187
PF03366
PF05544
PF04695
PF06874
PF02036
PF02035
PF02038
1869
14.4
RCIN 405666
SK-A-4100
PF13199
PF03392
1876
PF02060
PF07752
PF02065
1870
PF04244
PF02069
1879
PF08603
PF07757
PF06426
1878
NG1078
2014.52
PF15362
1891
1890
1888
1980.35
PF02052
1884
PF07740
24.45
PF03388
PF02056
PF07745
PF06414
PF02055
PF02058
PF06411
PF02057
PF07748
1889
PF17573
PF05592
1899
PF04261
1898
1897
1896
PF02085
PF04264
PF06442
1894
1893
PF05110
PF06440
1892
PF05115
PF02089
PF02088
PF06446
PF08628
BH 477
Description of the Beyeren Armorial in the catalogue of the KB]
1979.36
PF02072
PF07763
PF02078
PF07766
PF04258
PF08617
NG 2016
RF 1974-2
PF04281
PF04272
PF06453
PF06451
19.103
PF06457
PF06456
PF04277
RCIN 401243
