PF00812
PF00815
PF00816
PF00818
PF00819
NG725
1977.0
PF08785
PF03098
PF03099
PF08781
Indira Gandhi Rashtriya Manav Sangrahalaya
PF07452
PF08307
GG 1534
PF08787
PF08306
PF00801
PF00802
PF10609
PF00804
PF00805
2000-03-01
PF00809
PF03083
PF08773
PF03081
1942.3
1933.79
PF05264
PF06595
PF07447
PF03089
PF08776
1994.12
PF08778
PF08779
PF15094
1994.28
PF00834
PF00836
PF00838
PF11969
PF05295
PF07470
PF07477
PF05298
PF06144
PF08329
PF07479
PF07478
PF00840
PF00841
PF00821
PF00822
PF11956
212.202
32.1
PF07464
P282
PF07467
PF08798
PF00853
PF00854
PF00856
PF00858
Folger Shakespeare Library MS V.b.232
PF01706
PF08343
PF07495
PF07494
1933.1
PF10660
PF07017
PF01233.14
PF00860
PF00862
PF00842
PF00847
PF11975
PF10644
PF08332
PF07488
49.24
PF08337
PF00850
PF00852
PF00875
PF00876
PF01722
PF00878
PF00879
PF01726
PF03909
74.98
PF08365
PF09212
PF06185
PF06183
PF07034
PF00881
RCIN 405551
PF00882
PF09217
PF00400
PF00884
PF00885
PF00864
PF00865
PF00867
4560
K.866
PF00868
1055
PF11999
37.537
PF09201
PF12852
PF09687
PF09203
M.I. 1121
PF06172
PF08357
PF06178
PF09683
PF09200
PF00871
GG_1825
PF00873
PF01721
PF03924
PF03925
PF01747
PF03922
PF10699
PF10215
PF09235
PF08388
PF09230
PF08385
PF09232
PF09233
PF01750
PF09238
PF01752
PF00421
PF01751
1973.1
PF02601
PF01753
PF02600
PF00423
PF01734
PF00402
PF00887
PF00403
PF00888
PF01736
PF00404
PF03911
PF01735
PF00405
PF00889
PF00406
PF03917
PF00407
PF01737
PF03916
PF01739
PF09223
PF12872
66.126
PF10690
PF08374
PF09221
PF00892
PF01741
PF03921
PF00895
PF00412
PF00435
PF00436
PF02613
PF01769
PF03944
PF03945
PF00438
PF00439
PF02617
LL 3632
RCIN 400747
PF11568
PF12899
PF09257
PF09259
NPG 6804
PF09252
50.13
PF11571
PF09254
PF09255
1942-10-24
PF00443
PF03951
PF03952
PF00424
PF03936
PF02602
PF01758
PF02607
PF02606
PF00429
PF02609
PF03937
before 1914
PF08393
PF09240
PF11565
PF11564
PF11563
PF09242
PF12891
PF08397
PF01761
PF00430
2.7
PF02610
PF00431
PF00432
PF01762
PF03943
PF00433
PF01765
PF01764
PF03941
7629
PF00457
PF00458
PF01306
PF09272
PF12444
MASP.00020
PF11594
PF09275
PF09276
PF03971
PF00462
PF01794
PF00463
PF01314
PF04821
PF03974
PF00446
PF01778
PF00447
PF02624
PF04803
PF09261
PF09267
PF09268
PF11585
201
PF09266
PF03960
PF00451
PF00452
PF01301
PF00454
PF01303
PF19060
PF02633
PF01786
PF00479
PF01326
PF03505
PF02659
PF03508
PF03509
PF09290
59.166
PF09296
PF10285
214
PF10284
216
PF02661
PF00484
PF00001
PF03992
PF00002
PF03513
PF02665
PF01333
PF00487
PF00003
PF02664
PF03511
PF03995
PF00004
PF01335
PF02666
PF00005
PF03512
PF01316
PF03979
PF01315
PF00469
PF03977
NPG 1
PF09281
E10, EX439, EX512
76.2553
PF09280
PF10279
222
PF09285
PF00472
PF01321
PF00473
PF02652
PF00474
PF03502
PF01323
PF03986
PF00475
PF00476
PF01322
PF03987
PF04831
PF01325
PF00477
Santiago Espona Bequest, 1858
PF01324
PF00478
PF04739
NG6458
PF03405
PF03889
PF01229
PF09193
PF09194
PF09195
PF09190
PF09191
LP 16
PF09198
PF02560
PF11032
PF00381
PF06920
PF01231
PF03895
PF00384
PF10183
PF03892
PF00385
PF01233
PF00386
PF02563
PF00387
PF03414
PF01235
PF00388
PF01237
PF04727
PF01217
PF04728
PF01216
PF01219
PF01218
14101
PF04729
PF06907
1908
PF15861
PF15863
2015.3
68.154
PF00370
PF01220
PF00372
PF00373
PF03881
PF00374
PF01221
PF00375
PF01223
1902
PF04732
PF00378
PF01226
PF02557
PF03402
PF01225
1900
8552
PF03427
PF16746
PF02100
PF01253
PF02101
1914
PF01256
PF03437
PF02106
PF01259
1912
PF03435
1911
PF12377
267
PF00391
PF12374
PF00392
PF00393
PF00394
PF03422
PF02572
PF00396
PF00397
1926
1998.79
PF03425
PF05603
PF03426
1924
PF05602
PF03423
PF03424
PF02578
NG 370.1860
PF16763
1931
GG_73
PF01271
PF01270
PF01273
1954.29
PF01275
PF02121
PF01277
PF01276
1937
PF02126
PF01279
1936
PF01278
1934
PF06965
2009-05-29
14.141
PF13247
1943
1942
1941
PF02595
PF01264
PF05622
PF06953
PF03443
PF02110
1998.15
PF04772
PF03441
PF01266
PF01265
1948
PF02115
PF02599
PF06957
PF01268
PF02114
PF01267
PF02117
PF06955
PF02116
PF06954
PF01269
PF07827
A.1-1976
57.89
PF17635
GG_94
PF01290
PF02140
1950
PF01292
PF01295
1972.8
PF01296
PF03477
PF03474
PF02146
PF07836
PF01299
PF05652
PF07837
PF05658
GG_91
PF07832
PF07833
PF02149
PF05639
PF15445
PF15447
1963
PF04792
1961
PF03462
1960
PF04790
PF02133
PF01288
PF02135
PF07825
PF07826
PF02137
PF05648
PF01289
PF07821
1967
15.3
PF03009
NGA 95.587
26.117
1975
PF03494
PF02161
PF03495
PF03011
PF02163
PF03493
PF02166
PF03498
PF07856
PF04345
PF02165
PF07858
PF03496
PF03497
PF03013
89.15
PF07855
PF08702
PF07839
2011.2
1987
PF03480
PF07840
1984
PF03483
PF05662
PF03484
PF06990
PF02152
1980
PF02154
PF03485
1991.29
PF06994
PF04333
PF02156
PF03002
PF02159
PF05669
PF02158
PF06515
PF03489
1989
PF08718
PF05691
PF02182
1996
PF08720
PF02181
1995
PF03032
1994
PF05210
PF04364
PF06540
PF03030
PF03036
PF02188
PF06546
PF05699
PF04369
PF08723
PF18515
PF05680
PF02171
PF03021
685.197
PF02172
PF02174
PF02177
PF08715
PF05203
PF02179
PF03024
PF02178
PF08711
SK-A-3137
PF03028
PF15035
PF08740
PF03055
PF04383
PF05236
PF04387
1.85606e+07
234031
NG 439
PF15020
INV 746
PF07881
PF07882
PF02190
PF07883
PF07884
PF05221
PF06552
PF02196
PF02199
PF06554
PF07885
MS 408
PF18562
PF08761
PF06582
PF03073
PF06580
PF06585
234058
PF05257
PF06109
RCIN 405951
PF15045
1572
2003.18
PF05240
PF03062
PF04390
11.3
PF03065
1978.41
PF06574
PF07421
PF07425
PF03067
PF04399
PF08755
PF00930
PF00932
PF00933
PF12919
PF12918
PF00936
PF00937
PF00939
1981.57
38.64
PF04062
1954.3
1993.32
1993.35
PF00940
M.I. 926
PF00923
PF00924
PF00926
PF00927
PF12905
PF00928
PF00929
ГЭ-4120
PF05383
PF05382
PF09742
PF07565
PF04055
PF04054
PF07568
PF08416
PF00955
GTP_EFTU
PF00957
PF01803
2012.44
PF00958
PF01805
PF00959
PF04084
PF12940
PF04088
56.228
PF04089
PF09777
87.15
RCIN 405476
PF00961
PF00962
PF00942
PF00943
A.3&A-1965
PF10744
PF12920
PF04073
11616
PF08434
M.Ob.697
PF09769
PF01821
PF01824
PF01823
1910.9
PF11628
PF09790
PF08463
PF00981
1910.1
PF00983
PF00500
PF00963
PF00964
PF01810
SK-C-2 / SA 7378
PF00967
PF16077
PF01814
PF01816
PF04092
1981.23
PF09303
PF08451
PF00970
PF09305
PF01820
PF00996
PF00512
PF00513
PF00514
PF00999
PF01845
PF00515
PF00516
PF01848
PF00517
NG625
1981.35
2009
99.31
PF08488
2007
PF11650
PF09330
2002
SK-A-2238
PF08007
PF00520
PF01850
PF01852
PF00522
PF01832
PF00502
PF00503
PF00504
PF00988
PF01834
PF00989
PF00505
991.52
PF00506
PF00509
E.1:2-1988
PF12973
PF13813
PF10793
PF12972
PF07140
PF06293
PF12971
PF09325
PF08473
2014
PF00990
PF01840
PF00510
PF01842
PF01841
PF00536
PF00537
PF01867
PF00538
PF00539
PF13853
PF13854
71.41
PF13844
PF07175
PF08027
PF01871
PF08029
PF00543
PF00544
PF02702
PF00525
PF02705
PF00528
24.197
1195
PF13843
PF08014
PF08016
PF09340
1973.13
PF00530
PF00531
PF09349
P01101
PF00533
PF01404
PF00556
PF02735
PF01403
PF00558
PF00559
2007.7
PF11208
PF09377
PF09379
NG672
PF00560
PF02740
PF00561
PF00563
PF02742
1997.17
PF02741
no. 68.174
PF00565
PF02744
PF01413
PF02743
PF01896
PF00545
PF02723
994.222
PF04901
PF02728
PF02727
926.18
PF02729
71.75
PF08035
PF08038
1997.21
PF14709
1961.18
PF00550
308
PF00552
PF01400
PF00553
PF02730
PF00554
PF00555
PF03605
PF00578
PF01426
PF01425
PF03606
PF04934
PF02759
PF01428
AC1999.18.1
PF02758
2019.17
PF01429
PF03607
PF09394
PF12559
PF09399
PF16915
93.153
PF00581
PF10381
PF04940
PF00582
PF02762
PF01430
PF02761
PF00584
PF00100
PF01433
PF00101
PF02764
PF00102
PF02763
PF01435
PF00103
PF00104
PF03611
PF00567
PF01414
PF00568
PF01417
PF00569
PF02747
PF04929
PF01419
PF09380
PF09381
PF14733
ΓΕ 3007
1963.1
PF09385
PF09386
J-21428（small)
PF00571
NG15
RCIN 405068
PF02750
PF00574
PF00575
PF02752
RCIN 407247
PF01423
PF00577
NG13
PF00116
PF00117
PF00118
PF08085
1957-05-15
RF 12259
26.97
ACF 1951.01
PF01451
PF04961
PF02782
MC1120
PF00120
PF04962
PF02300
PF00121
PF02784
PF01452
PF00122
PF04960
PF02786
PF00123
PF03634
PF01454
PF02301
PF02785
PF00124
PF02788
PF03632
PF02304
PF02787
PF03633
PF00105
PF02768
PF03616
2016.8
PF01436
PF02767
PF00106
476.2
PF03615
PF00108
PF00109
ΓΕ 3027
PF13415
PF13418
NG221
50.164
PF00593
PF01442
PF00594
PF02773
PF00111
PF00595
PF02772
PF00112
PF03623
PE 372
PF00113
PF02774
PE 371
PF00598
PF00114
PF02777
PF00115
PF00599
PF03528
PF00017
PF01348
PF00018
PF00019
PF02683
PF01352
PF00020
PF04863
PF00021
PF01351
PF02685
PF00022
PF00023
PF01353
PF03530
PF04866
PF01356
PF02203
PF00024
PF02202
PF00025
PF01355
PF04864
PF02205
PF00026
PF00027
PF01338
PF00006
PF01337
PF00007
PF02668
PF00008
PF03515
PF04847
PF01339
10.64
1927.4
PF00490
PF02670
PF00491
PF03520
PF01341
PF00493
PF00010
PF03521
PF00494
PF00011
PF00012
PF02673
PF01342
PF00013
PF02675
PF00498
PF01344
PF00014
PF03522
PF00015
PF01347
PF00016
PF05729
PF00039
4.31
PF01370
PF01372
PF00040
PF00041
PF01371
PF02221
PF00042
PF01374
PF00043
PF01373
NG 120
4.29
PF02223
PF01376
PF00044
PF00045
PF03552
PF01375
PF00046
PF00047
29.1
PF00048
PF00049
PF00028
PF00029
PF01359
PF01361
L 914
PF00030
PF02210
PF00031
PF01363
PF00033
PF03540
PF00034
PF02211
PF02214
PF00036
PF02213
PF02216
PF00037
PF01368
PF00038
PF03545
F1903.91a-b
PF00060
PF01391
PF00061
PF01394
PF00062
PF01393
PF00063
PF00064
PF12042
PF07934
PF00066
PF03573
PF00067
PF07936
PF01397
PF00068
PF02246
PF07930
PF00069
PF07931
PF07932
PF06602
--05-14
PF03561
PF00050
PF02230
PF00051
PF00052
PF01382
PF00053
PF02232
PF00054
PF01387
PF00055
PF02234
PF00056
PF02233
PF00057
PF01389
PF05746
PF00058
PF01388
KdZ 2319
PF00059
PF03567
PF02237
(INV) 776
PF13399
PF00080
PF00081
PF00082
PF12067
PF00083
PF03110
PF00084
PF02263
PF02262
PF00085
PF08802
PF02265
PF00086
PF02264
PF00087
PF03114
83.12
PF00088
PF03595
71
PF03596
PF00089
PF02269
73
PF05778
29.86
PF08801
PF03116
PF07938
NM 1431
RCIN 407190
PF00071
PF00072
PF00074
PF00075
PF00076
PF02253
PF00077
82
PF00078
PF06616
PF00079
PF02258
PF03106
PF07941
PF05790
PF02281
PF07971
PF03131
1958.0
PF02282
PF05791
PF08825
PF07979
PF03139
PF07974
PF05316
PF03137
97
PF06628
7.149
PF08806
ГЭ-1131
PF00090
PF00091
PF00092
PF05783
PF00093
PF00094
PF00095
PF00096
PF07966
PF02276
PF00097
PF00098
PF05785
PF06632
PF07968
PF04454
PF03123
PF02277
https://opc-kb.oclc.org/PPN%3FPPN=311778224
66.36
Gr. Z. 454
44.535
PF03150
PF04488
PF03157
PF07517
PF07996
PF16451
PF02291
PF07983
PF05321
PF06652
PF03143
PF02293
PF02295
PF03146
PF03147
PF03144
PF12093
338.0
PF03148
INV 611
PF03170
PF03175
PF05353
PF07531
PF03173
PF03179
PF03177
PF05355
PF06208
PF15148
PF03160
PF03162
PF04493
69.278
PF03167
2518
PF15177
PF00916
PF00917
PF00918
33.164
NG3044
PF05371
PF03198
PF05375
PF05374
PF06221
PF08881
PF07558
PF03199
PF07555
91.26
PF00902
PF00904
PF00905
PF00906
PF00907
PF00908
PF16016
PF00909
Gift of Grenville L. Winthrop
PF03181
PF09721
PF05363
PF03185
PF05362
PF07546
PF03188
PF06214
PF03189
PF06213
ΒΧΜ 02054
ΒΧΜ 02056
M&LA 1879.7–14.1
MC 2392
PF08544
PF07212
PF06365
PF08540
PF05039
PF06369
PF06367
PF08545
PF06350
PF08532
PF08533
PF07686
1959.01
PF07689
PF07688
PF06357
100102
between 1931 and 1959
PF05029
PF08536
PF01923
2013.11
PF09411
PF08564
PF13901
PF09412
PF08565
PF08562
PF07239
PF07238
PF06389
INV 7492
PF01930
23715
PF01913
PF01915
DIM
PF11714
PF11713
PF11720
PF06373
PF06371
PF07224
PF04196
PF05043
PF05049
PF09408
78.1
PF09405
PF00611
PF00612
PF00615
PF00616
PF00617
PF00619
PF10414
1960.31
PF10421
circa 1892
SK-A-1247
PF01950
PF00620
PF08107
PF01951
PF00621
PF00600
Inventory nos 641 and 642
PF00605
PF00606
PF00609
PF09421
PF10411
PF06393
PF09424
PF09429
PF07249
GG_1605
PF00610
RCIN 405346
PF02812
PF00634
PF00635
PF00636
PF01966
PF02813
PF00637
PF00639
PF02819
974.343
PF10437
PF13943
PF09454
1278
PF02821
PF08129
PF00643
PF02801
PF18395
PF00622
PF02800
PF02803
PF00625
PF00626
PF00627
PF00628
PF02807
PF00629
PF02806
PF02809
PF10425
PF13940
ГЭ-1150
PF10432
PF09443
M.74.31
PF10430
PF05089
863
PF13939
PF01960
PF08117
1959.26
PF00631
PF00632
PF00656
67.187
PF02836
PF01505
PF02838
PF02837
PF02839
PF11308
PF10456
PF10457
PF10465
PF08145
PF10466
PF09478
PF07294
87.8
PF01990
PF01992
PF01991
PF00661
PF02841
PF01510
A.7-1954
58.133
PF02843
PF00664
PF00665
PF01975
PF02825
PF00646
PF01977
22.207
PF00648
PF00649
2021.01
PF02829
PF02828
PF09460
PF13964
PF10455
PF13955
ART09807
PF13957
PF13958
2008.46
2008.47
PF00650
PF00651
PF00652
